knowledge_profile_id,raw_disease,disease,raw_hindi_name,hindi_name,raw_marathi_name,marathi_name,raw_symptoms,symptoms,raw_diagnosis_and_tests,diagnosis_and_tests,raw_symptom_severity,symptom_severity,raw_duration_of_treatment,duration_of_treatment,raw_medical_history,medical_history,raw_current_medications,current_medications,raw_risk_factors,risk_factors,raw_environmental_factors,environmental_factors,raw_sleep_patterns,sleep_patterns,raw_stress_levels,stress_levels,raw_physical_activity_levels,physical_activity_levels,raw_family_history,family_history,raw_dietary_habits,dietary_habits,raw_allergies_food_env,allergies_food_env,raw_seasonal_variation,seasonal_variation,raw_age_group,age_group,raw_gender,gender,raw_occupation_and_lifestyle,occupation_and_lifestyle,raw_cultural_preferences,cultural_preferences,raw_herbal_alternative_remedies,herbal_alternative_remedies,raw_ayurvedic_herbs,ayurvedic_herbs,raw_formulation,formulation,raw_doshas,doshas,raw_constitution_prakriti,constitution_prakriti,raw_diet_and_lifestyle_recommendations,diet_and_lifestyle_recommendations,raw_yoga_and_physical_therapy,yoga_and_physical_therapy,raw_medical_intervention,medical_intervention,raw_prevention,prevention,raw_prognosis,prognosis,raw_complications,complications,raw_patient_recommendations,patient_recommendations,normalized_disease,symptom_tokens,symptom_token_count,dosha_vata,dosha_pitta,dosha_kapha,placeholder_missing_columns
kp_0315,"Autoimmune Diseases (e.g., Lupus)","Autoimmune Diseases (e.g., Lupus)",ऑटोइम्यून रोग (लुपस जैसे),ऑटोइम्यून रोग (लुपस जैसे),ऑटोइम्यून रोग (लुपस जैसे),ऑटोइम्यून रोग (लुपस जैसे),"Fatigue, joint pain, skin rashes, kidney issues","Fatigue, joint pain, skin rashes, kidney issues","Blood tests (ANA, Anti-dsDNA), Biopsy","Blood tests (ANA, Anti-dsDNA), Biopsy",Severe,severe,Variable,Variable,"Genetic, Immune system disorder","Genetic, Immune system disorder","Immunosuppressants, Steroids","Immunosuppressants, Steroids","Genetics, Infections, Hormonal changes","Genetics, Infections, Hormonal changes","Environmental triggers, Stress","Environmental triggers, Stress",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of autoimmune disease,Family history of autoimmune disease,"Balanced, Anti-inflammatory diet","Balanced, Anti-inflammatory diet",None,,All seasons,all seasons,Adults,adults,Both genders,all genders,Requires immune monitoring,Requires immune monitoring,Avoids stress triggers,Avoids stress triggers,"Turmeric, Ginger, Ashwagandha","Turmeric, Ginger, Ashwagandha","Ashwagandha, Gudmar","Ashwagandha, Gudmar","Turmeric (1/2 tsp), Ginger (2g), Warm water (200ml)","Turmeric (1/ 2 tsp), Ginger (2g), Warm water (200ml)","Vata, Pitta","Vata, Pitta",Pitta-Kapha,Pitta-Kapha,"Avoid inflammatory foods, focus on anti-inflammatory and immune-supporting foods.","Avoid inflammatory foods, focus on anti-inflammatory and immune-supporting foods.",Yoga for flexibility and strength,Yoga for flexibility and strength,"Immunosuppressants, Steroids","Immunosuppressants, Steroids","Stress management, Avoid triggers","Stress management, Avoid triggers","Chronic, flare-ups likely","Chronic, flare-ups likely","Organ damage, Infections","Organ damage, Infections","Follow prescribed medication, monitor flare-ups","Follow prescribed medication, monitor flare-ups",autoimmune diseases e g lupus,"[""fatigue"", ""joint pain"", ""skin rashes"", ""kidney issues""]",4,1,1,0,"[""allergies_food_env""]"
kp_0316,"Cancer (Breast Cancer, Lung Cancer, Prostate Cancer, etc.)","Cancer (Breast Cancer, Lung Cancer, Prostate Cancer, etc.)","कैंसर (स्तन, फेफड़ा, प्रोस्टेट, आदि)","कैंसर (स्तन, फेफड़ा, प्रोस्टेट, आदि)","कर्करोग (स्तन, फेफड़ा, प्रोस्टेट, इत्यादि)","कर्करोग (स्तन, फेफड़ा, प्रोस्टेट, इत्यादि)","Pain, weight loss, fatigue, lumps or abnormal growths","Pain, weight loss, fatigue, lumps or abnormal growths","Biopsy, Imaging (X-ray, MRI, PET scan)","Biopsy, Imaging (X-ray, MRI, PET scan)",Severe,severe,Depends on cancer type,Depends on cancer type,"Genetic, Carcinogenic exposure","Genetic, Carcinogenic exposure","Chemotherapy, Radiation","Chemotherapy, Radiation","Smoking, Family history, Age, Obesity","Smoking, Family history, Age, Obesity","Smoking, Alcohol, Poor diet","Smoking, Alcohol, Poor diet",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of cancer,Family history of cancer,"Low-fat, Antioxidant-rich diet","Low-fat, Antioxidant-rich diet",Carcinogen exposure,Carcinogen exposure,All seasons,all seasons,Adults,adults,Both genders,all genders,Requires cancer screening,Requires cancer screening,Avoids carcinogens,Avoids carcinogens,"Aloe vera, Turmeric, Green tea","Aloe vera, Turmeric, Green tea","Ashwagandha, Turmeric","Ashwagandha, Turmeric","Neem leaves (5-6), Turmeric (1/2 tsp), Warm water (200ml)","Neem leaves (5-6), Turmeric (1/ 2 tsp), Warm water (200ml)",Pitta,Pitta,Pitta-Kapha,Pitta-Kapha,"Eat a nutrient-dense diet, manage stress, avoid alcohol and smoking.","Eat a nutrient-dense diet, manage stress, avoid alcohol and smoking.","Yoga for strength, Breathing exercises","Yoga for strength, Breathing exercises","Chemotherapy, Radiation, Surgery","Chemotherapy, Radiation, Surgery","Healthy diet, Avoid smoking, Regular screenings","Healthy diet, Avoid smoking, Regular screenings","Depends on stage, treatable if caught early","Depends on stage, treatable if caught early","Metastasis, Organ failure","Metastasis, Organ failure","Regular check-ups, healthy lifestyle","Regular check-ups, healthy lifestyle",cancer breast cancer lung cancer prostate cancer etc,"[""pain"", ""weight loss"", ""fatigue"", ""lumps or abnormal growths""]",4,0,1,0,[]
kp_0317,Cardiomyopathy,Cardiomyopathy,कार्डियोमायोपैथी,कार्डियोमायोपैथी,कार्डियोमायोपैथी,कार्डियोमायोपैथी,"Fatigue, shortness of breath, swelling of the legs and feet","Fatigue, shortness of breath, swelling of the legs and feet","Echocardiogram, ECG, Blood tests","Echocardiogram, ECG, Blood tests",Severe,severe,Lifetime management,Lifetime management,Heart muscle dysfunction,Heart muscle dysfunction,"Beta-blockers, ACE inhibitors","Beta-blockers, ACE inhibitors","Hypertension, Genetics, Alcohol abuse","Hypertension, Genetics, Alcohol abuse","High blood pressure, Obesity, Genetics","High blood pressure, Obesity, Genetics",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of heart disease,Family history of heart disease,"Low-sodium, High-protein diet","Low-sodium, High-protein diet",None,,All seasons,all seasons,Adults,adults,Both genders,all genders,Requires heart monitoring,Requires heart monitoring,Avoids high-sodium foods,Avoids high-sodium foods,"Hawthorn, Coenzyme Q10","Hawthorn, Coenzyme Q10","Arjuna, Ashwagandha","Arjuna, Ashwagandha","Ashwagandha (5g), Garlic (2 cloves), Warm water (200ml)","Ashwagandha (5g), Garlic (2 cloves), Warm water (200ml)","Vata, Pitta","Vata, Pitta",Vata-Kapha,Vata-Kapha,"Follow a low-sodium, heart-healthy diet; manage stress through meditation.","Follow a low-sodium, heart-healthy diet; manage stress through meditation.","Pranayama, Cardiovascular exercise","Pranayama, Cardiovascular exercise","Medications (ACE inhibitors, Beta-blockers)","Medications (ACE inhibitors, Beta-blockers)","Regular check-ups, Avoid alcohol","Regular check-ups, Avoid alcohol","Chronic, can lead to heart failure","Chronic, can lead to heart failure","Arrhythmias, Heart failure","Arrhythmias, Heart failure","Limit alcohol, monitor heart function","Limit alcohol, monitor heart function",cardiomyopathy,"[""fatigue"", ""shortness of breath"", ""swelling of the legs and feet""]",3,1,1,0,"[""allergies_food_env""]"
kp_0318,Chronic Fatigue Syndrome,Chronic Fatigue Syndrome,क्रॉनिक थकान सिंड्रोम,क्रॉनिक थकान सिंड्रोम,क्रॉनिक थकान सिंड्रोम,क्रॉनिक थकान सिंड्रोम,"Fatigue, sleep disturbances, muscle pain, headache","Fatigue, sleep disturbances, muscle pain, headache","Blood tests, Sleep studies, Cognitive tests","Blood tests, Sleep studies, Cognitive tests",Severe,severe,Long-term management,Long-term management,"Viral infections, Stress","Viral infections, Stress","Antidepressants, Pain relief","Antidepressants, Pain relief","Stress, Viral infections, Sleep deprivation","Stress, Viral infections, Sleep deprivation","Stress, Viral infections","Stress, Viral infections",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of CFS,Family history of CFS,"Balanced, Nutrient-dense diet","Balanced, Nutrient-dense diet",None,,All seasons,all seasons,Adults,adults,Both genders,all genders,Requires sleep management,Requires sleep management,Avoids overexertion,Avoids overexertion,"Ginseng, Rhodiola, Ashwagandha","Ginseng, Rhodiola, Ashwagandha","Ashwagandha, Brahmi","Ashwagandha, Brahmi","Ashwagandha (5g), Ginger (2g), Warm water (200ml)","Ashwagandha (5g), Ginger (2g), Warm water (200ml)",Vata,Vata,Vata-Kapha,Vata-Kapha,"Focus on energy-boosting foods, establish a regular sleep routine.","Focus on energy-boosting foods, establish a regular sleep routine.","Restorative yoga, Breathing exercises","Restorative yoga, Breathing exercises","Sleep management, Antidepressants","Sleep management, Antidepressants","Stress management, Sleep hygiene","Stress management, Sleep hygiene",Manageable with lifestyle changes,Manageable with lifestyle changes,"Depression, Reduced quality of life","Depression, Reduced quality of life","Regular rest, Avoid overexertion","Regular rest, Avoid overexertion",chronic fatigue syndrome,"[""fatigue"", ""sleep disturbances"", ""muscle pain"", ""headache""]",4,1,0,0,"[""allergies_food_env""]"
kp_0319,Cystic Fibrosis,Cystic Fibrosis,सिस्टिक फाइब्रोसिस,सिस्टिक फाइब्रोसिस,सिस्टिक फाइब्रोसिस,सिस्टिक फाइब्रोसिस,"Persistent cough, lung infections, difficulty breathing","Persistent cough, lung infections, difficulty breathing","Sweat test, Genetic testing, Chest X-ray","Sweat test, Genetic testing, Chest X-ray",Severe,severe,Lifetime management,Lifetime management,"Genetic, Respiratory disorder","Genetic, Respiratory disorder","Mucolytics, Antibacterial meds","Mucolytics, Antibacterial meds","Genetics, Family history","Genetics, Family history","Poor respiratory health, Genetics","Poor respiratory health, Genetics",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of cystic fibrosis,Family history of cystic fibrosis,"High-protein, Salt-rich diet","High-protein, Salt-rich diet",Respiratory allergens,Respiratory allergens,All seasons,all seasons,"Children, Adults","children, adults",Both genders,all genders,Requires respiratory care,Requires respiratory care,Avoids respiratory infections,Avoids respiratory infections,None,,None,,"Fenugreek (3g), Turmeric (1/2 tsp), Warm water (200ml)","Fenugreek (3g), Turmeric (1/ 2 tsp), Warm water (200ml)",Kapha,Kapha,Kapha-Pitta,Kapha-Pitta,"Focus on hydration, avoid dairy and mucus-forming foods.","Focus on hydration, avoid dairy and mucus-forming foods.","Breathing exercises, Physical therapy","Breathing exercises, Physical therapy","Chest physiotherapy, Enzyme replacement","Chest physiotherapy, Enzyme replacement","Avoid infections, Chest physiotherapy","Avoid infections, Chest physiotherapy","Chronic, requires ongoing care","Chronic, requires ongoing care","Lung infections, Digestive problems","Lung infections, Digestive problems","Regular physiotherapy, lung function support","Regular physiotherapy, lung function support",cystic fibrosis,"[""persistent cough"", ""lung infections"", ""difficulty breathing""]",3,0,0,1,"[""herbal_alternative_remedies"", ""ayurvedic_herbs""]"
kp_0320,Diabetes Mellitus,Diabetes Mellitus,मधुमेह,मधुमेह,मधुमेह,मधुमेह,"Excessive thirst, frequent urination, blurred vision","Excessive thirst, frequent urination, blurred vision","Blood sugar test, HbA1c test","Blood sugar test, HbA1c test",Moderate to Severe,moderate to severe,Lifetime management,Lifetime management,"Genetic, Obesity, Poor diet","Genetic, Obesity, Poor diet","Insulin, Oral hypoglycemics","Insulin, Oral hypoglycemics","Obesity, Genetics, Age > 40","Obesity, Genetics, Age > 40","Poor diet, Sedentary lifestyle","Poor diet, Sedentary lifestyle",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of diabetes,Family history of diabetes,"Low-carb, Low-sugar diet","Low-carb, Low-sugar diet",None,,All seasons,all seasons,Adults,adults,Both genders,all genders,Requires blood sugar monitoring,Requires blood sugar monitoring,Avoids sugary foods,Avoids sugary foods,"Cinnamon, Bitter melon, Gymnema","Cinnamon, Bitter melon, Gymnema","Jamun, Gudmar","Jamun, Gudmar","Bitter melon (1 tsp), Fenugreek (3g), Warm water (200ml)","Bitter melon (1 tsp), Fenugreek (3g), Warm water (200ml)","Vata, Kapha","Vata, Kapha",Kapha-Pitta,Kapha-Pitta,"Follow a low-glycemic, high-fiber diet, exercise regularly.","Follow a low-glycemic, high-fiber diet, exercise regularly.","Surya Namaskar, Pranayama","Surya Namaskar, Pranayama","Insulin, Oral medications","Insulin, Oral medications","Healthy diet, Exercise, Regular check-ups","Healthy diet, Exercise, Regular check-ups","Chronic, manageable","Chronic, manageable","Retinopathy, Kidney disease, Neuropathy","Retinopathy, Kidney disease, Neuropathy","Regular blood sugar monitoring, healthy lifestyle","Regular blood sugar monitoring, healthy lifestyle",diabetes mellitus,"[""excessive thirst"", ""frequent urination"", ""blurred vision""]",3,1,0,1,"[""allergies_food_env""]"
kp_0321,Epilepsy,Epilepsy,मिर्गी,मिर्गी,मिर्गी,मिर्गी,"Seizures, confusion, loss of consciousness","Seizures, confusion, loss of consciousness","EEG, MRI, Blood tests","EEG, MRI, Blood tests",Severe,severe,Lifetime management,Lifetime management,"Genetic, Brain injury, Infections","Genetic, Brain injury, Infections",Anticonvulsants,Anticonvulsants,"Genetics, Brain injury, Infection","Genetics, Brain injury, Infection","Stress, Lack of sleep","Stress, Lack of sleep",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of epilepsy,Family history of epilepsy,"Balanced, High-protein diet","Balanced, High-protein diet",None,,All seasons,all seasons,"Children, Adults","children, adults",Both genders,all genders,Requires regular monitoring,Requires regular monitoring,Avoids triggers,Avoids triggers,None,,"Brahmi, Ashwagandha","Brahmi, Ashwagandha","Brahmi (2g), Turmeric (1/2 tsp), Warm water (200ml)","Brahmi (2g), Turmeric (1/ 2 tsp), Warm water (200ml)","Vata, Pitta","Vata, Pitta",Vata-Kapha,Vata-Kapha,"Avoid triggers, practice meditation and yoga to manage stress.","Avoid triggers, practice meditation and yoga to manage stress.","Yoga for relaxation, Balance exercises","Yoga for relaxation, Balance exercises","Antiepileptic drugs, Surgery","Antiepileptic drugs, Surgery","Medication adherence, Avoid triggers","Medication adherence, Avoid triggers","Chronic, manageable with treatment","Chronic, manageable with treatment","Injuries from seizures, Cognitive issues","Injuries from seizures, Cognitive issues","Follow prescribed medication, avoid triggers","Follow prescribed medication, avoid triggers",epilepsy,"[""seizures"", ""confusion"", ""loss of consciousness""]",3,1,1,0,"[""allergies_food_env"", ""herbal_alternative_remedies""]"
kp_0322,Fibromyalgia,Fibromyalgia,फिब्रोमायल्गिया,फिब्रोमायल्गिया,फिब्रोमायल्गिया,फिब्रोमायल्गिया,"Chronic pain, fatigue, sleep disturbances, headaches","Chronic pain, fatigue, sleep disturbances, headaches","Tender point exam, Blood tests","Tender point exam, Blood tests",Severe,severe,Long-term management,Long-term management,"Autoimmune, Stress, Sleep disorder","Autoimmune, Stress, Sleep disorder","Pain relievers, Antidepressants","Pain relievers, Antidepressants","Stress, Genetics, Infections","Stress, Genetics, Infections","Chronic stress, Poor sleep","Chronic stress, Poor sleep",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of fibromyalgia,Family history of fibromyalgia,"Balanced, Nutrient-dense diet","Balanced, Nutrient-dense diet",None,,All seasons,all seasons,Adults,adults,Both genders,all genders,Requires physical therapy,Requires physical therapy,Avoids stress triggers,Avoids stress triggers,"Turmeric, Lavender, Epsom salt baths","Turmeric, Lavender, Epsom salt baths","Ashwagandha, Guggul","Ashwagandha, Guggul","Ashwagandha (5g), Ginger (2g), Warm water (200ml)","Ashwagandha (5g), Ginger (2g), Warm water (200ml)","Vata, Pitta","Vata, Pitta",Vata-Kapha,Vata-Kapha,Focus on stress-relieving activities like yoga and gentle exercises.,Focus on stress-relieving activities like yoga and gentle exercises.,"Restorative yoga, Stretching","Restorative yoga, Stretching","Pain relievers, Antidepressants","Pain relievers, Antidepressants","Stress management, Exercise, Sleep hygiene","Stress management, Exercise, Sleep hygiene","Chronic, can improve with treatment","Chronic, can improve with treatment","Sleep disturbances, Depression","Sleep disturbances, Depression","Regular exercise, Stress reduction","Regular exercise, Stress reduction",fibromyalgia,"[""chronic pain"", ""fatigue"", ""sleep disturbances"", ""headaches""]",4,1,1,0,"[""allergies_food_env""]"
kp_0323,Gallstones,Gallstones,पित्ताशय में पथरी,पित्ताशय में पथरी,पित्ताशयातील गॅलस्टोन,पित्ताशयातील गॅलस्टोन,"Abdominal pain, nausea, vomiting, bloating","Abdominal pain, nausea, vomiting, bloating","Ultrasound, CT scan, Blood tests","Ultrasound, CT scan, Blood tests",Moderate to Severe,moderate to severe,"Varies, often surgical","Varies, often surgical","Obesity, High-fat diet","Obesity, High-fat diet","Pain relievers, Surgery","Pain relievers, Surgery","Obesity, High-fat diet, Pregnancy","Obesity, High-fat diet, Pregnancy","High-fat diet, Sedentary lifestyle","High-fat diet, Sedentary lifestyle",Irregular sleep,irregular sleep,Moderate stress,moderate stress,Low,low,Family history of gallstones,Family history of gallstones,"Low-fat, High-fiber diet","Low-fat, High-fiber diet",None,,All seasons,all seasons,Adults,adults,Both genders,all genders,Requires lifestyle change,Requires lifestyle change,Avoids high-fat foods,Avoids high-fat foods,"Apple cider vinegar, Lemon juice","Apple cider vinegar, Lemon juice",None,,"Turmeric (1/2 tsp), Dandelion root (1 tsp), Warm water (200ml)","Turmeric (1/ 2 tsp), Dandelion root (1 tsp), Warm water (200ml)",Pitta,Pitta,Pitta-Kapha,Pitta-Kapha,"Avoid fatty foods, increase fiber intake, and stay hydrated.","Avoid fatty foods, increase fiber intake, and stay hydrated.",None,,"Surgery (Cholecystectomy), Medications","Surgery (Cholecystectomy), Medications","Healthy diet, Weight management","Healthy diet, Weight management",Manageable with surgery,Manageable with surgery,"Pancreatitis, Bile duct infection","Pancreatitis, Bile duct infection","Maintain a healthy diet, avoid fatty foods","Maintain a healthy diet, avoid fatty foods",gallstones,"[""abdominal pain"", ""nausea"", ""vomiting"", ""bloating""]",4,0,1,0,"[""allergies_food_env"", ""ayurvedic_herbs"", ""yoga_and_physical_therapy""]"
kp_0324,Glomerulonephritis,Glomerulonephritis,ग्लोमेरुलोनेफ्रिटिस,ग्लोमेरुलोनेफ्रिटिस,ग्लोमेरुलोनेफ्रिटिस,ग्लोमेरुलोनेफ्रिटिस,"Swelling, high blood pressure, dark urine, fatigue","Swelling, high blood pressure, dark urine, fatigue","Urine Test, Blood Test, Kidney Biopsy","Urine Test, Blood Test, Kidney Biopsy",Severe,severe,3-6 months,3-6 months,"Kidney infections, Autoimmune","Kidney infections, Autoimmune","Steroids, Immunosuppressants","Steroids, Immunosuppressants","Infections, Genetic Factors","Infections, Genetic Factors","Poor kidney function, Infections","Poor kidney function, Infections",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of kidney disease,Family history of kidney disease,"Low-sodium, High-protein diet","Low-sodium, High-protein diet",None,,All seasons,all seasons,Adults,adults,Both genders,all genders,Requires kidney monitoring,Requires kidney monitoring,Avoids salt-rich foods,Avoids salt-rich foods,None specific,None specific,None specific,None specific,"Ginger (2g), Turmeric (1/2 tsp), Warm water (200ml)","Ginger (2g), Turmeric (1/ 2 tsp), Warm water (200ml)",Pitta,Pitta,Kapha-Vata,Kapha-Vata,"Reduce salt intake, focus on a kidney-friendly diet rich in antioxidants.","Reduce salt intake, focus on a kidney-friendly diet rich in antioxidants.","Dialysis, Transplant Therapy","Dialysis, Transplant Therapy","Medications, Dialysis, Transplant","Medications, Dialysis, Transplant","Early Diagnosis, Treat Infections","Early Diagnosis, Treat Infections",Can Be Managed with Treatment,Can Be Managed with Treatment,"Kidney Failure, High Blood Pressure","Kidney Failure, High Blood Pressure","Regular Monitoring, Treat Infections","Regular Monitoring, Treat Infections",glomerulonephritis,"[""swelling"", ""high blood pressure"", ""dark urine"", ""fatigue""]",4,0,1,0,"[""allergies_food_env""]"
kp_0325,"Hepatitis (A, B, C)","Hepatitis (A, B, C)","हेपेटाइटिस (A, B, C)","हेपेटाइटिस (A, B, C)","हेपेटाइटिस (A, B, C)","हेपेटाइटिस (A, B, C)","Fatigue, jaundice, abdominal pain, nausea","Fatigue, jaundice, abdominal pain, nausea","Blood Tests, Liver Biopsy","Blood Tests, Liver Biopsy",Severe,severe,1-6 months,1-6 months,"Viral infections, Poor sanitation","Viral infections, Poor sanitation","Antiviral drugs, Supportive care","Antiviral drugs, Supportive care","Unprotected Sex, Sharing Needles","Unprotected Sex, Sharing Needles","Poor hygiene, Unsafe water","Poor hygiene, Unsafe water",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of hepatitis,Family history of hepatitis,"Balanced, Liver-friendly diet","Balanced, Liver-friendly diet",None,,All seasons,all seasons,Adults,adults,Both genders,all genders,Requires liver monitoring,Requires liver monitoring,Avoids alcohol,Avoids alcohol,None specific,None specific,None specific,None specific,"Milk thistle (1 tsp), Turmeric (1/2 tsp), Warm water (200ml)","Milk thistle (1 tsp), Turmeric (1/ 2 tsp), Warm water (200ml)",Pitta,Pitta,Pitta-Kapha,Pitta-Kapha,"Avoid alcohol, maintain liver-friendly foods like leafy greens and beets.","Avoid alcohol, maintain liver-friendly foods like leafy greens and beets.",None specific,None specific,"Antiviral Medications, Vaccination","Antiviral Medications, Vaccination","Vaccination (A and B), Safe Practices","Vaccination (A and B), Safe Practices",Can Be Managed with Medication,Can Be Managed with Medication,"Cirrhosis, Liver Cancer","Cirrhosis, Liver Cancer","Safe Practices, Vaccination","Safe Practices, Vaccination",hepatitis a b c,"[""fatigue"", ""jaundice"", ""abdominal pain"", ""nausea""]",4,0,1,0,"[""allergies_food_env""]"
kp_0326,Heart Attack (Myocardial Infarction),Heart Attack (Myocardial Infarction),दिल का दौरा,दिल का दौरा,हृदयविकाराचा झटका,हृदयविकाराचा झटका,"Chest pain, shortness of breath, sweating, dizziness","Chest pain, shortness of breath, sweating, dizziness","ECG, Blood Tests, Coronary Angiogram","ECG, Blood Tests, Coronary Angiogram",Severe,severe,Lifelong,Lifelong,"High blood pressure, High cholesterol","High blood pressure, High cholesterol","Blood thinners, Statins","Blood thinners, Statins","High Blood Pressure, High Cholesterol","High Blood Pressure, High Cholesterol","High blood pressure, Smoking, Stress","High blood pressure, Smoking, Stress",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of heart disease,Family history of heart disease,"Low-fat, Heart-healthy diet","Low-fat, Heart-healthy diet",None,,All seasons,all seasons,Adults,adults,Both genders,all genders,Requires heart monitoring,Requires heart monitoring,Avoids smoking,Avoids smoking,None specific,None specific,None specific,None specific,"Garlic (2 cloves), Turmeric (1/2 tsp), Warm water (200ml)","Garlic (2 cloves), Turmeric (1/ 2 tsp), Warm water (200ml)",Pitta,Pitta,Vata-Kapha,Vata-Kapha,"Follow a heart-healthy diet, exercise regularly, manage stress levels.","Follow a heart-healthy diet, exercise regularly, manage stress levels.",Cardiac Rehabilitation,Cardiac Rehabilitation,"Emergency Care, Medications, Surgery","Emergency Care, Medications, Surgery","Healthy Diet, Exercise, Avoid Smoking","Healthy Diet, Exercise, Avoid Smoking",Can Be Managed with Treatment,Can Be Managed with Treatment,"Heart Failure, Arrhythmias","Heart Failure, Arrhythmias","Healthy Diet, Stress Management","Healthy Diet, Stress Management",heart attack myocardial infarction,"[""chest pain"", ""shortness of breath"", ""sweating"", ""dizziness""]",4,0,1,0,"[""allergies_food_env""]"
kp_0327,Hepatitis,Hepatitis,हेपेटाइटिस,हेपेटाइटिस,हेपेटाइटिस,हेपेटाइटिस,"Jaundice, fatigue, nausea, loss of appetite","Jaundice, fatigue, nausea, loss of appetite","Blood Tests, Liver Biopsy","Blood Tests, Liver Biopsy",Severe,severe,1-6 months,1-6 months,"Viral infections, Alcohol abuse","Viral infections, Alcohol abuse","Antiviral drugs, Supportive care","Antiviral drugs, Supportive care","Alcohol Use, Viral Infections","Alcohol Use, Viral Infections","Poor sanitation, Alcohol use","Poor sanitation, Alcohol use",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of hepatitis,Family history of hepatitis,"Balanced, Liver-friendly diet","Balanced, Liver-friendly diet",None,,All seasons,all seasons,Adults,adults,Both genders,all genders,Requires liver monitoring,Requires liver monitoring,Avoids alcohol,Avoids alcohol,None specific,None specific,None specific,None specific,"Ginger (2g), Neem leaves (5-6), Warm water (200ml)","Ginger (2g), Neem leaves (5-6), Warm water (200ml)",Pitta,Pitta,Pitta-Kapha,Pitta-Kapha,"Avoid alcohol, adopt a liver-supporting diet rich in antioxidants.","Avoid alcohol, adopt a liver-supporting diet rich in antioxidants.",None specific,None specific,"Antiviral Medications, Vaccination","Antiviral Medications, Vaccination","Vaccination (A and B), Safe Practices","Vaccination (A and B), Safe Practices",Can Be Managed with Medication,Can Be Managed with Medication,"Cirrhosis, Liver Cancer","Cirrhosis, Liver Cancer","Safe Practices, Vaccination","Safe Practices, Vaccination",hepatitis,"[""jaundice"", ""fatigue"", ""nausea"", ""loss of appetite""]",4,0,1,0,"[""allergies_food_env""]"
kp_0328,Hypertension,Hypertension,उच्च रक्तचाप,उच्च रक्तचाप,उच्च रक्तदाब,उच्च रक्तदाब,"High blood pressure, dizziness, headaches, shortness of breath","High blood pressure, dizziness, headaches, shortness of breath",Blood Pressure Measurement,Blood Pressure Measurement,Moderate to Severe,moderate to severe,Lifelong,Lifelong,"High salt intake, Obesity, Stress","High salt intake, Obesity, Stress",Antihypertensives,Antihypertensives,"Age, Obesity, Family History","Age, Obesity, Family History","High salt diet, Lack of exercise","High salt diet, Lack of exercise",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of hypertension,Family history of hypertension,"Low-sodium, Balanced diet","Low-sodium, Balanced diet",None,,All seasons,all seasons,Adults,adults,Both genders,all genders,Requires blood pressure monitoring,Requires blood pressure monitoring,Avoids high-salt foods,Avoids high-salt foods,None specific,None specific,None specific,None specific,"Ashwagandha (5g), Garlic (2 cloves), Warm water (200ml)","Ashwagandha (5g), Garlic (2 cloves), Warm water (200ml)",Pitta,Pitta,Vata-Kapha,Vata-Kapha,"Reduce salt intake, incorporate stress-reducing practices like meditation.","Reduce salt intake, incorporate stress-reducing practices like meditation.",None specific,None specific,Antihypertensive Medications,Antihypertensive Medications,"Healthy Diet, Regular Exercise","Healthy Diet, Regular Exercise",Can Be Managed with Medication,Can Be Managed with Medication,"Heart Disease, Stroke","Heart Disease, Stroke","Regular Exercise, Stress Management","Regular Exercise, Stress Management",hypertension,"[""high blood pressure"", ""dizziness"", ""headaches"", ""shortness of breath""]",4,0,1,0,"[""allergies_food_env""]"
